invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_percents,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
586-25-0848,0,2,0,0,5,12.34,7,4.319,90.699,3/4/2019,11:19,1,86.38,4.761904762,4.319,6.7
895-66-0685,1,0,1,1,2,18.08,3,2.712,56.952,3/5/2019,19:46,2,54.24,4.761904762,2.712,8.0
305-14-0245,1,0,1,0,4,94.49,8,37.796,793.716,3/3/2019,19:00,2,755.92,4.761904762,37.796,7.5
732-04-5373,1,0,1,1,4,46.47,4,9.294,195.174,2/8/2019,10:53,0,185.88,4.761904762,9.294,7.0
400-60-7251,0,2,0,1,4,74.07,1,3.7035,77.7735,2/10/2019,12:50,2,74.07,4.761904762,3.7035,9.9
593-65-1552,2,1,0,0,4,69.81,4,13.962,293.202,1/28/2019,20:50,1,279.24,4.761904762,13.962,5.9
284-34-9626,1,0,0,0,4,77.04,3,11.556,242.676,2/11/2019,10:39,1,231.12,4.761904762,11.556,7.2
437-58-8131,1,0,0,0,1,73.52,2,7.352,154.392,1/15/2019,13:41,2,147.04,4.761904762,7.352,4.6
286-43-6208,2,1,0,0,2,87.8,9,39.51,829.71,3/16/2019,19:08,0,790.2,4.761904762,39.51,9.2
641-43-2399,1,0,0,1,4,25.55,4,5.11,107.31,1/26/2019,20:23,2,102.2,4.761904762,5.11,5.7
831-07-6050,0,2,0,1,0,32.71,5,8.1775,171.7275,3/19/2019,11:30,1,163.55,4.761904762,8.1775,9.9
556-86-3144,2,1,1,0,1,74.29,1,3.7145,78.0045,1/13/2019,19:30,0,74.29,4.761904762,3.7145,5.0
848-24-9445,2,1,1,1,3,43.7,2,4.37,91.77,3/26/2019,18:03,0,87.4,4.761904762,4.37,4.9
856-22-8149,0,2,0,0,4,25.29,1,1.2645,26.5545,3/23/2019,10:13,2,25.29,4.761904762,1.2645,6.1
699-01-4164,2,1,0,1,3,41.5,4,8.3,174.3,3/12/2019,19:58,1,166.0,4.761904762,8.3,8.2
420-11-4919,2,1,1,0,2,71.39,5,17.8475,374.7975,2/17/2019,19:57,1,356.95,4.761904762,17.8475,5.5
606-80-4905,2,1,1,0,5,19.15,6,5.745,120.645,1/29/2019,10:01,1,114.9,4.761904762,5.745,6.8
542-41-0513,1,0,1,0,0,57.49,4,11.498,241.458,3/15/2019,11:57,0,229.96,4.761904762,11.498,6.6
426-39-2418,2,1,0,1,0,61.41,7,21.4935,451.3635,1/14/2019,10:02,0,429.87,4.761904762,21.4935,9.8
875-46-5808,1,0,1,1,3,25.9,10,12.95,271.95,2/6/2019,14:51,2,259.0,4.761904762,12.95,8.7
394-43-4238,1,0,1,1,4,17.77,5,4.4425,93.2925,2/15/2019,12:42,1,88.85,4.761904762,4.4425,5.4
749-24-1565,0,2,0,0,3,23.03,9,10.3635,217.6335,1/3/2019,12:02,2,207.27,4.761904762,10.3635,7.9
672-51-8681,2,1,1,0,0,66.65,9,29.9925,629.8425,1/4/2019,18:19,1,599.85,4.761904762,29.9925,9.7
263-87-5680,2,1,1,0,4,28.53,10,14.265,299.565,3/18/2019,17:38,2,285.3,4.761904762,14.265,7.8
573-58-9734,1,0,0,0,1,30.37,3,4.5555,95.6655,3/28/2019,13:41,2,91.11,4.761904762,4.5555,5.1
817-69-8206,1,0,0,0,0,99.73,9,44.8785,942.4485,3/2/2019,19:42,1,897.57,4.761904762,44.8785,6.5
888-02-0338,0,2,0,1,0,26.23,9,11.8035,247.8735,1/25/2019,20:24,2,236.07,4.761904762,11.8035,5.9
677-11-0152,2,1,0,0,2,93.26,9,41.967,881.307,1/16/2019,18:08,0,839.34,4.761904762,41.967,8.8
142-63-6033,1,0,0,1,4,92.36,5,23.09,484.89,3/20/2019,19:17,2,461.8,4.761904762,23.09,4.9
656-16-1063,1,0,0,1,5,46.42,3,6.962999999999999,146.22299999999996,1/4/2019,13:24,1,139.26,4.761904762,6.962999999999999,4.4
891-58-8335,1,0,1,0,5,29.61,7,10.3635,217.6335,3/11/2019,15:53,0,207.27,4.761904762,10.3635,6.5
802-43-8934,0,2,0,1,4,18.28,1,0.914,19.194000000000006,3/22/2019,15:05,1,18.28,4.761904762,0.914,8.3
560-30-5617,1,0,0,0,5,24.77,5,6.1925,130.0425,3/24/2019,18:27,0,123.85,4.761904762,6.1925,8.5
319-74-2561,0,2,1,0,0,94.64,3,14.196,298.116,2/21/2019,16:55,0,283.92,4.761904762,14.196,5.5
